# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-O" "-T" "8" "-a" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/reference_genome/PlasmoDB-62_Pyoeliiyoelii17X.gtf" "-o" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/counts/2018_vs_2023_final_counts_output.txt" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep1.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep2.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep3.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep1.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep2.bam.sort.bam" "/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep3.bam.sort.bam" 
Geneid	Chr	Start	End	Strand	Length	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep1.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep2.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_female_Rep3.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep1.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep2.bam.sort.bam	/cluster/facility/jyuan/ximo/Rbpm1/Py_2023/2018vs2023/map/WT_male_Rep3.bam.sort.bam
PY17X_0918600	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	838022;838349;838698;839207;839604;839965	838240;838480;839030;839338;839751;840188	-;-;-;-;-;-	1188	336	392	519	14777	16503	16808
PY17X_0918700	Py17X_09_v3	841536	843413	+	1878	1695	1601	2235	3086	3785	4099
PY17X_0918800	Py17X_09_v3	844534	844968	+	435	2061	1548	2287	322	415	313
PY17X_0918900	Py17X_09_v3;Py17X_09_v3	845461;845821	845571;849225	-;-	3516	245	241	338	162	210	174
PY17X_0919000	Py17X_09_v3;Py17X_09_v3	849762;850191	849914;851570	-;-	1533	1461	1777	1649	18247	25080	23442
PY17X_0919100	Py17X_09_v3	853849	858585	+	4737	7200	5667	6726	27146	30817	25662
PY17X_0919200	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	858710;858961;859154;859399;859601;859868	858848;859032;859246;859470;859702;861675	-;-;-;-;-;-	2286	944	569	678	2220	2353	2373
PY17X_0919300	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	862150;862591;862804;863006;863278;863550;865135	862293;862638;862881;863068;863364;864947;866163	-;-;-;-;-;-;-	2847	846	664	1026	2456	2768	2910
PY17X_0919400	Py17X_09_v3	867280	868632	-	1353	2444	1902	2698	1349	1193	1665
PY17X_0919500	Py17X_09_v3	870574	870679	-	106	105	81	167	39	39	57
PY17X_0919600	Py17X_09_v3	870825	870920	-	96	102	69	154	61	52	71
PY17X_0919700	Py17X_09_v3	871124	872071	-	948	15765	12887	20113	4679	5393	5400
PY17X_0919800	Py17X_09_v3	874355	874600	+	246	1543	2052	2331	119	300	99
PY17X_0919900	Py17X_09_v3	876065	878266	+	2202	42	63	86	14	2	8
PY17X_0920000	Py17X_09_v3	878957	880450	-	1494	4056	3967	5375	2366	2738	3073
PY17X_0920100	Py17X_09_v3	882854	883690	-	837	402	514	675	34	38	46
PY17X_0920200	Py17X_09_v3	885348	885899	+	552	144	189	190	42	93	59
PY17X_0920300	Py17X_09_v3	887389	890472	-	3084	4802	3885	4118	1384	1322	1786
PY17X_0920400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	891522;891713;891879;892092;892324	891617;891766;891953;892154;893865	-;-;-;-;-	1830	33	82	113	19	6	4
PY17X_0920500	Py17X_09_v3	895578	897521	+	1944	93	48	48	50	85	59
PY17X_0920600	Py17X_09_v3	898902	904343	+	5442	1048	1342	1339	28	25	13
PY17X_0920700	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	904680;904931;905574;906111	904733;905362;905906;906473	-;-;-;-	1182	2433	2082	2007	153	244	219
PY17X_0920800	Py17X_09_v3	908575	909771	-	1197	7543	6682	5811	27227	20706	34639
PY17X_0920900	Py17X_09_v3	911663	912433	+	771	4150	5139	5756	452	280	528
PY17X_0921000	Py17X_09_v3	913590	914444	+	855	76	61	44	32	58	64
PY17X_0921100	Py17X_09_v3	915785	916678	+	894	569	656	547	202	255	207
PY17X_0921200	Py17X_09_v3	918021	918824	+	804	18	5	18	6	16	12
PY17X_0921300	Py17X_09_v3	920051	920818	+	768	145	160	102	9	8	8
PY17X_0921400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	921254;921593;921894;922522	921411;921713;922364;922737	-;-;-;-	966	1983	1607	1860	123	114	139
PY17X_0921500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	924638;924993;925838	924879;925662;926686	-;-;-	1761	1307	1409	1795	121	94	139
PY17X_0921600	Py17X_09_v3	928070	929470	-	1401	136	263	265	135	171	138
PY17X_0921700	Py17X_09_v3	932093	934144	+	2052	2604	2620	2640	7133	8777	7608
PY17X_0921800	Py17X_09_v3	935238	937187	-	1950	3275	4674	4329	154	134	144
PY17X_0921900	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	938026;938270;938474;938772;938938;939171;939582;939773;939998;940526;940649	938082;938387;938572;938859;939009;939442;939667;939871;940158;940551;940701	+;+;+;+;+;+;+;+;+;+;+	1131	5566	5325	7119	2341	2594	2624
PY17X_0922000	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	941387;943121;945129;945775;946002	942970;945009;945648;945849;946088	+;+;+;+;+	4155	8009	7519	9419	1201	1265	1422
PY17X_0922100	Py17X_09_v3	946720	947130	-	411	2184	1659	2232	903	999	1058
PY17X_0922200	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	948088;948479;948903	948204;948749;949162	+;+;+	648	915	898	1100	216	265	419
PY17X_0922300	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	949760;950496;950665;950947;952159	950369;950544;950746;951871;952598	-;-;-;-;-	2106	599	624	916	356	212	526
PY17X_0922400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	954027;954711;955117;955408	954575;954968;955274;960328	-;-;-;-	5886	7767	8149	9152	24662	20890	21558
PY17X_0922500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	962149;962593;963065	962331;962637;964228	+;+;+	1392	16792	16729	18438	4725	5097	5288
PY17X_0922600	Py17X_09_v3	965380	967932	+	2553	1580	1415	1371	2067	2387	2039
PY17X_0922700	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	968591;969833;970251	969734;969925;970486	+;+;+	1473	150	169	118	7448	7536	8877
PY17X_0922800	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	971251;971440;971600;971804;972016;972252;972403;972608;972830;973223	971309;971479;971644;971896;972143;972285;972492;972710;973059;973300	-;-;-;-;-;-;-;-;-;-	900	1411	1150	1696	14047	17026	19714
PY17X_0922900	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	974531;974717;974976;975165;975305;975589;975771;975945;976133;976345;976520;976767;976971;977171;977552	974629;974816;975033;975216;975373;975646;975852;976038;976219;976410;976610;976853;977044;977273;977703	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1272	28840	31002	31382	1381	1645	1396
PY17X_0923000	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	978342;978626;978926	978476;978811;979075	-;-;-	471	15	18	20	26	7	30
PY17X_0923100	Py17X_09_v3	980246	981406	+	1161	52	19	41	58	66	57
PY17X_0923200	Py17X_09_v3;Py17X_09_v3	982010;982319	982146;982394	-;-	213	103	92	94	106	52	86
PY17X_0923300	Py17X_09_v3	984870	985397	+	528	56	33	46	21975	12799	26413
PY17X_0923400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	987013;987219;987469;987691;987888;988204;988569	987064;987329;987540;987768;988006;988308;988898	+;+;+;+;+;+;+	867	275	262	364	126	105	142
PY17X_0923500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	990187;990289;990635;990847	990195;990379;990737;990904	+;+;+;+	261	529	457	593	54	56	56
PY17X_0923600	Py17X_09_v3	992155	994536	-	2382	5091	3901	4184	10482	12272	11132
PY17X_0923700	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	998441;998610;998778;998918;999186;999397;999559;999710;999864;1000458;1000626;1000775;1000926;1001078;1001279;1001467;1001665;1001930;1002122	998497;998693;998822;998989;999302;999459;999612;999760;1000169;1000529;1000667;1000816;1000979;1001128;1001377;1001556;1001775;1001964;1003295	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2619	6751	5784	8523	9549	10297	9985
PY17X_0923800	Py17X_09_v3	1004539	1006281	+	1743	356	416	342	408	448	449
PY17X_0923900	Py17X_09_v3	1007015	1010581	-	3567	15	22	17	41	55	66
PY17X_0924000	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1012396;1012594;1012842;1013000;1013221	1012452;1012710;1012888;1013047;1014175	-;-;-;-;-	1224	540	585	828	4983	6540	6461
PY17X_0924100	Py17X_09_v3;Py17X_09_v3	1016682;1017092	1016885;1017358	+;+	471	7181	5411	7452	7341	8018	8478
PY17X_0924200	Py17X_09_v3;Py17X_09_v3	1018791;1022145	1022021;1022234	+;+	3321	866	635	1133	315	368	516
PY17X_0924300	Py17X_09_v3	1022999	1025806	+	2808	2541	2035	3395	401	455	456
PY17X_0924400	Py17X_09_v3	1026093	1026389	-	297	233	230	258	63	69	103
PY17X_0924500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1028898;1030143;1030395;1031041	1030036;1030228;1030787;1031174	+;+;+;+	1752	1416	1190	2272	1449	1679	1832
PY17X_0924600	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1032226;1032839;1033237;1033646;1033867;1034202	1032568;1033102;1033543;1033731;1034068;1034547	+;+;+;+;+;+	1548	1123	1140	1333	521	522	710
PY17X_0924700	Py17X_09_v3;Py17X_09_v3	1035889;1036061	1035971;1036229	+;+	252	5897	5352	6709	854	1118	946
PY17X_0924800	Py17X_09_v3	1038016	1038387	+	372	555	667	826	2	2	6
PY17X_0924900	Py17X_09_v3;Py17X_09_v3	1039888;1040291	1040130;1041379	+;+	1332	743	691	1118	3538	3914	4144
PY17X_0925000	Py17X_09_v3	1041941	1046158	-	4218	3025	2612	2636	187	182	192
PY17X_0925100	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1047878;1048279;1048571;1048842	1047938;1048350;1048750;1049164	+;+;+;+	636	1052	930	1165	31	66	40
PY17X_0925200	Py17X_09_v3	1050381	1051862	-	1482	730	742	1003	20	17	13
PY17X_0925300	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1052876;1053409;1053589;1053791;1053985;1054127;1054302	1053180;1053477;1053682;1053891;1054036;1054198;1054427	+;+;+;+;+;+;+	819	6344	6682	7496	95	134	116
PY17X_0925400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1055070;1055375;1055690;1056033	1055130;1055534;1055840;1056035	-;-;-;-	375	3486	3462	4086	2981	3696	3818
PY17X_0925500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1058350;1058646;1059336	1058417;1059146;1059507	+;+;+	741	2270	2132	2976	110	145	133
PY17X_0925600	Py17X_09_v3;Py17X_09_v3	1060634;1061646	1061460;1061676	+;+	858	2848	2503	3564	95	93	96
PY17X_0925700	Py17X_09_v3	1063249	1064553	+	1305	4038	4255	5511	1835	1829	2155
PY17X_0925800	Py17X_09_v3	1064991	1066646	-	1656	22	5	12	61	61	91
PY17X_0925900	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1068034;1068410;1068828	1068130;1068511;1069057	+;+;+	429	209	214	281	295	308	304
PY17X_0926000	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1070160;1070402;1070671	1070256;1070496;1071957	-;-;-	1479	1398	1232	1384	1813	2075	1860
PY17X_0926100	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1075524;1075660;1075942;1076672	1075566;1075697;1076529;1077103	+;+;+;+	1101	6586	5396	6248	60864	52336	74901
PY17X_0926200	Py17X_09_v3	1077800	1082041	+	4242	52	47	71	402	415	363
PY17X_0926300	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1082569;1082908;1083166;1083504;1083966	1082728;1083011;1083392;1083847;1084543	-;-;-;-;-	1413	4319	3526	5569	12752	12340	14666
PY17X_0926400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1086469;1086769;1087035	1086627;1086872;1087197	-;-;-	426	387	343	418	170	142	191
PY17X_0926500	Py17X_09_v3	1088291	1091998	-	3708	3204	3841	4541	28	45	23
PY17X_0926600	Py17X_09_v3;Py17X_09_v3	1092998;1093358	1093132;1093669	-;-	447	1089	843	912	86	50	77
PY17X_0926700	Py17X_09_v3	1094622	1096814	-	2193	2271	1848	3396	1565	1703	1926
PY17X_0926800	Py17X_09_v3	1098741	1102280	+	3540	2148	2327	3019	2353	2283	2283
PY17X_0926900	Py17X_09_v3;Py17X_09_v3	1103621;1104678	1104522;1105389	-;-	1614	6030	4529	5429	495	479	561
PY17X_0927000	Py17X_09_v3	1107676	1109574	-	1899	1046	1160	1821	26917	35372	30377
PY17X_0927100	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1110150;1110360;1110566;1110799	1110209;1110469;1110693;1112639	-;-;-;-	2139	3818	3294	4068	35107	44647	43853
PY17X_0927200	Py17X_09_v3;Py17X_09_v3	1114464;1120320	1120100;1120424	-;-	5742	4349	3485	3262	980	897	927
PY17X_0927300	Py17X_09_v3	1124882	1130746	+	5865	3269	3198	3723	6427	5222	6396
PY17X_0927400	Py17X_09_v3;Py17X_09_v3	1131494;1131769	1131563;1147223	-;-	15525	121	84	101	177345	114810	133361
PY17X_0927500	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1148349;1148486;1148833;1149040;1149468;1150620	1148393;1148626;1148909;1149361;1150411;1153533	-;-;-;-;-;-	4443	3023	2645	3339	938	1201	1262
PY17X_0927600	Py17X_09_v3	1155692	1156489	+	798	454	469	526	296	233	445
PY17X_0927700	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1156556;1156827;1157097;1157284;1157606;1157790;1158055;1158330;1158570;1158897;1159316;1159692;1160066;1160290;1160433;1160665;1160873;1161516;1161804;1162293;1162590;1163405	1156710;1156979;1157204;1157511;1157666;1157950;1158234;1158448;1158802;1159145;1159573;1159944;1160185;1160296;1160582;1160749;1161400;1161714;1162136;1162487;1163269;1164349	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5400	262	303	342	26561	21037	27855
PY17X_0927800	Py17X_09_v3	1165190	1170298	-	5109	1723	1873	2176	9800	8599	10695
PY17X_0927900	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1170890;1171127;1171332;1171508;1171802;1172070;1172239	1170961;1171228;1171386;1171602;1171949;1172112;1174213	-;-;-;-;-;-;-	2490	1207	1374	2082	413	635	582
PY17X_0928000	Py17X_09_v3	1175536	1176600	-	1065	346	383	472	0	1	0
PY17X_0928100	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1177460;1177621;1177871;1178249;1178454;1178625;1178783;1178972;1179133;1179358;1179521;1179705;1179929	1177485;1177734;1178155;1178358;1178510;1178687;1178869;1179026;1179260;1179432;1179574;1179838;1180084	+;+;+;+;+;+;+;+;+;+;+;+;+	1344	787	760	800	58	63	59
PY17X_0928200	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1180553;1182111;1182420	1181811;1182289;1182520	+;+;+	1539	378	341	541	27	16	27
PY17X_0928300	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1183018;1183293;1183556	1183147;1183446;1184708	+;+;+	1437	3441	3162	4521	284	333	310
PY17X_0928400	Py17X_09_v3	1185409	1186998	+	1590	278	289	366	161	250	197
PY17X_0928500	Py17X_09_v3	1192928	1197829	+	4902	14148	21971	17310	28	15	12
PY17X_0928600	Py17X_09_v3	1198095	1200416	-	2322	1044	955	1011	51	59	70
PY17X_0928700	Py17X_09_v3;Py17X_09_v3	1202949;1203345	1203069;1203733	+;+	510	3551	2762	3599	9593	10241	11830
PY17X_0928800	Py17X_09_v3	1204705	1206255	+	1551	439	537	612	45	49	49
PY17X_0928900	Py17X_09_v3;Py17X_09_v3	1206527;1208133	1208028;1208292	-;-	1662	3469	3321	3911	8551	10119	10540
PY17X_0929000	Py17X_09_v3;Py17X_09_v3	1211265;1212537	1212357;1215919	+;+	4476	577	838	1109	213	180	169
PY17X_0929100	Py17X_09_v3;Py17X_09_v3	1216483;1217108	1216683;1217371	+;+	465	381	217	343	1725	1058	2318
PY17X_0929200	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1218563;1218775;1219301	1218566;1219003;1223552	+;+;+	4485	2563	2624	2510	1931	2055	1851
PY17X_0929300	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1223953;1224100;1224219;1224469;1224788;1225065	1224003;1224130;1224280;1224630;1224905;1225513	-;-;-;-;-;-	873	52006	54068	64620	5637	5790	7073
PY17X_0929400	Py17X_09_v3	1226647	1227015	-	369	764	509	587	4790	5673	6681
PY17X_0929500	Py17X_09_v3	1227020	1227256	-	237	561	361	530	8077	8546	10829
PY17X_0929600	Py17X_09_v3	1229137	1232262	+	3126	67357	93107	86727	2457	4449	3123
PY17X_0929700	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1233118;1233382;1240524;1240686;1241028;1241322	1233230;1240420;1240571;1240823;1241228;1241384	+;+;+;+;+;+	7602	184	134	119	199433	108499	138978
PY17X_0929800	Py17X_09_v3;Py17X_09_v3	1241636;1241827	1241716;1244064	-;-	2319	310	236	214	4208	3293	3334
PY17X_0929900	Py17X_09_v3;Py17X_09_v3	1245018;1246237	1246099;1246483	-;-	1329	128	135	167	78	88	86
PY17X_0930000	Py17X_09_v3;Py17X_09_v3	1247783;1248148	1247857;1248312	-;-	240	1819	1536	2327	6384	7592	8361
PY17X_0930100	Py17X_09_v3	1250275	1250922	-	648	1652	1287	1805	33780	31997	43633
PY17X_0930200	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1252329;1252881;1253045;1253355;1253592;1253866	1252493;1252934;1253145;1253415;1253728;1256017	-;-;-;-;-;-	2670	8827	5887	6134	3131	2390	3088
PY17X_0930300	Py17X_09_v3	1257234	1261184	-	3951	1144	886	1206	5218	5576	5109
PY17X_0930400	Py17X_09_v3	1262935	1263924	-	990	383	393	475	984	930	909
PY17X_0930500	Py17X_09_v3	1267561	1270509	+	2949	2377	2086	2622	1587	1746	1852
PY17X_0930600	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1271374;1271696;1271990	1271601;1271884;1272883	-;-;-	1311	2456	2025	2454	92	141	179
PY17X_0930700	Py17X_09_v3	1274057	1279300	-	5244	485	465	616	7543	8080	7395
PY17X_0930800	Py17X_09_v3	1281158	1282087	+	930	864	682	886	6323	7830	7669
PY17X_0930900	Py17X_09_v3;Py17X_09_v3	1283638;1284058	1283974;1284110	+;+	390	2487	1987	2359	75	109	100
PY17X_0931000	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1284204;1284477;1284660;1284866	1284350;1284536;1284728;1285468	-;-;-;-	879	566	484	439	84	74	98
PY17X_0931100	Py17X_09_v3	1286860	1287816	+	957	5048	4025	5123	1277	1095	1795
PY17X_0931200	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1288101;1288293;1288409;1288534;1288688;1289005;1289301	1288198;1288326;1288462;1288559;1288833;1289054;1289639	-;-;-;-;-;-;-	747	14169	11682	17095	9923	12539	12054
PY17X_0931300	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1290197;1290560;1291061;1291278;1291413;1291565;1291919	1290382;1290863;1291157;1291335;1291482;1291707;1292227	+;+;+;+;+;+;+	1167	15383	14165	19213	2687	3304	3271
PY17X_0931400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1293461;1293758;1293916;1294191;1294474;1294793;1295097;1295296;1295494;1295813;1296002;1296248;1296466;1296934;1297140;1297420;1297625;1297804	1293592;1293789;1293979;1294330;1294582;1294926;1295180;1295392;1295576;1295867;1296130;1296352;1296813;1296981;1297292;1297511;1297678;1297834	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1890	27826	22602	28119	3030	2811	3766
PY17X_0931500	Py17X_09_v3	1299025	1300485	+	1461	4985	4186	5691	1261	1671	1548
PY17X_0931600	Py17X_09_v3	1301797	1303443	-	1647	3413	2348	3466	1054	1202	1201
PY17X_0931700	Py17X_09_v3	1306137	1307057	+	921	4641	4576	4831	1201	1505	1507
PY17X_0931800	Py17X_09_v3	1307543	1311352	-	3810	2312	1925	3328	5006	5841	5344
PY17X_0931900	Py17X_09_v3	1313139	1315697	+	2559	71	55	118	208	225	245
PY17X_0932000	Py17X_09_v3;Py17X_09_v3	1316325;1316736	1316610;1316917	-;-	468	913	840	1063	714	846	783
PY17X_0932100	Py17X_09_v3;Py17X_09_v3	1317856;1318234	1318127;1321768	-;-	3807	4000	2792	3776	10373	11053	11050
PY17X_0932200	Py17X_09_v3	1323404	1326061	+	2658	2594	2154	3453	23703	27927	26028
PY17X_0932300	Py17X_09_v3;Py17X_09_v3	1328926;1329246	1329043;1329772	+;+	645	3465	2863	3659	30917	36823	37401
PY17X_0932400	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1330507;1330921;1331157;1331384;1331571;1331741	1330587;1330989;1331227;1331439;1331647;1331848	-;-;-;-;-;-	462	209	166	246	12	12	16
PY17X_0932500	Py17X_09_v3	1332198	1334000	+	1803	86	99	119	70	46	55
PY17X_0932600	Py17X_09_v3	1334251	1335285	-	1035	217	130	292	628	613	718
PY17X_0932700	Py17X_09_v3	1337295	1337681	-	387	294	512	454	304	472	399
PY17X_0932800	Py17X_09_v3	1339000	1343640	-	4641	33	25	59	10410	10201	11001
PY17X_0932900	Py17X_09_v3	1344710	1345969	-	1260	583	865	574	449	514	494
PY17X_0933000	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1347876;1350606;1350884;1351059;1351276	1350444;1350644;1350941;1351168;1351427	+;+;+;+;+	2928	803	914	1414	83	93	122
PY17X_0933100	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1352334;1352809;1352932;1353141;1353349;1353521;1353806;1354012	1352388;1352841;1353028;1353222;1353432;1353661;1353863;1354121	+;+;+;+;+;+;+;+	660	20476	16269	27841	976	1006	1038
PY17X_0933200	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1357620;1357863;1358121;1358423	1357730;1357983;1358209;1360831	+;+;+;+	2730	1047	855	1055	3082	3076	3119
PY17X_0933300	Py17X_09_v3	1363625	1365670	+	2046	9530	6631	9173	74992	76289	92422
PY17X_0933400	Py17X_09_v3	1367042	1369360	+	2319	67	72	97	149	140	158
PY17X_0933500	Py17X_09_v3	1370028	1371389	-	1362	43760	42290	40193	52	47	47
PY17X_0933600	Py17X_09_v3	1374049	1375320	+	1272	23908	28401	26896	32	27	28
PY17X_0933700	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1375534;1375846;1376072;1376407;1376627;1376766	1375634;1375886;1376193;1376515;1376679;1376843	-;-;-;-;-;-	504	4192	4162	3873	577	651	740
PY17X_0933800	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1377454;1377664;1377869;1378068;1378299;1378609;1378775	1377555;1377771;1377923;1378192;1378412;1378663;1378896	+;+;+;+;+;+;+	681	174	126	355	204	258	262
PY17X_0933900	Py17X_09_v3	1380563	1384975	+	4413	1204	1171	1022	8439	7566	8959
PY17X_0934000	Py17X_09_v3;Py17X_09_v3;Py17X_09_v3	1386094;1386347;1389039	1386172;1388803;1389229	+;+;+	2727	716	491	765	518	537	571
